order_id,customer_id,order_date,order_status
11480,168,2025-03-06,Delivered
11481,228,2025-10-08,Returned
11482,415,2026-01-26,Shipped
11483,708,2026-03-04,Returned
11484,293,2025-04-17,Returned
11485,253,2025-09-19,Delivered
11486,994,2025-06-08,Shipped
11487,6,2025-09-22,Delivered
11488,846,2026-04-13,Delivered
11489,74,2025-07-21,Processing
11490,685,2025-06-04,Delivered
11491,437,2025-01-13,Shipped
11492,182,2025-10-24,Shipped
11493,814,2026-05-13,Delivered
11494,7,2025-09-02,Processing
11495,112,2025-10-27,Delivered
11496,378,2025-12-28,Delivered
11497,191,2025-12-20,Processing
11498,426,2026-06-05,Delivered
11499,12,2026-01-21,Shipped
11500,58,2025-11-08,Delivered
11501,63,2026-02-18,Delivered
11502,94,2025-10-05,Processing
11503,284,2025-12-22,Delivered
11504,635,2026-06-09,Delivered
11505,861,2025-01-16,Delivered
11506,758,2025-02-14,Cancelled
11507,97,2025-11-17,Delivered
11508,269,2025-11-22,Processing
11509,99,2025-05-28,Delivered
11510,131,2025-12-21,Delivered
11511,323,2025-08-24,Cancelled
11512,34,2025-04-15,Delivered
11513,108,2026-04-19,Delivered
11514,905,2026-01-31,Shipped
11515,290,2026-03-22,Shipped
11516,272,2025-08-08,Delivered
11517,8,2026-03-18,Delivered
11518,122,2025-01-28,Shipped
11519,803,2026-04-20,Processing
11520,81,2025-11-01,Shipped
11521,246,2026-02-09,Delivered
11522,8,2026-05-28,Returned
11523,301,2026-05-17,Delivered
11524,11,2025-12-14,Delivered
11525,734,2025-08-28,Delivered
11526,742,2025-12-03,Delivered
11527,687,2025-01-26,Delivered
11528,140,2026-02-13,Delivered
11529,760,2025-03-18,Delivered
11530,357,2025-08-05,Shipped
11531,210,2025-11-24,Delivered
11532,448,2025-01-23,Delivered
11533,7,2025-11-06,Delivered
11534,71,2025-09-24,Delivered
11535,620,2026-02-19,Delivered
11536,121,2025-09-24,Delivered
11537,408,2025-11-29,Returned
11538,220,2026-03-26,Processing
11539,786,2025-09-04,Processing
11540,930,2025-02-05,Delivered
11541,829,2026-02-05,Delivered
11542,134,2025-01-28,Delivered
11543,96,2025-08-08,Shipped
11544,297,2026-02-10,Delivered
11545,4,2025-09-28,Delivered
11546,13,2026-05-26,Delivered
11547,366,2025-10-13,Delivered
11548,337,2026-03-30,Returned
11549,993,2025-11-13,Shipped
11550,100,2025-10-24,Processing
11551,127,2025-12-04,Delivered
11552,56,2025-11-03,Processing
11553,879,2026-03-04,Delivered
11554,673,2025-12-17,Cancelled
11555,738,2026-05-26,Delivered
11556,857,2026-06-09,Delivered
11557,341,2026-05-07,Shipped
11558,277,2025-01-09,Delivered
11559,172,2026-05-12,Processing
11560,397,2026-03-16,Returned
11561,280,2025-04-18,Delivered
11562,278,2025-09-02,Delivered
11563,907,2025-09-12,Delivered
11564,977,2025-02-02,Processing
11565,700,2025-01-23,Delivered
11566,642,2025-02-18,Delivered
11567,529,2026-04-07,Delivered
11568,82,2025-12-02,Delivered
11569,30,2025-12-24,Shipped
11570,544,2025-05-02,Delivered
11571,600,2026-03-20,Delivered
11572,24,2025-12-25,Shipped
11573,894,2025-12-12,Delivered
11574,45,2025-07-12,Delivered
11575,141,2026-02-20,Delivered
11576,517,2026-01-12,Delivered
11577,84,2026-04-08,Delivered
11578,28,2025-05-26,Returned
11579,173,2026-04-23,Processing
11580,655,2026-02-12,Cancelled
11581,245,2025-10-13,Cancelled
11582,489,2025-04-21,Delivered
11583,389,2025-02-19,Delivered
11584,11,2025-01-14,Delivered
11585,984,2025-05-14,Processing
11586,21,2025-12-09,Delivered
11587,953,2025-10-13,Delivered
11588,363,2025-11-10,Delivered
11589,946,2025-10-24,Delivered
11590,57,2025-06-13,Delivered
11591,311,2026-05-12,Cancelled
11592,84,2025-01-16,Delivered
11593,26,2025-12-10,Cancelled
11594,436,2025-03-19,Delivered
11595,103,2025-12-12,Shipped
11596,396,2025-03-13,Cancelled
11597,56,2025-09-27,Cancelled
11598,174,2025-10-14,Delivered
11599,678,2025-03-07,Delivered
11600,265,2025-03-09,Delivered
11601,451,2025-07-12,Delivered
11602,481,2025-02-24,Delivered
11603,770,2026-01-14,Cancelled
11604,168,2025-06-17,Delivered
11605,539,2026-02-13,Delivered
11606,944,2026-05-23,Delivered
11607,603,2026-06-21,Cancelled
11608,311,2025-04-12,Returned
11609,456,2026-02-26,Delivered
11610,617,2026-04-23,Delivered
11611,429,2025-04-30,Shipped
11612,9,2025-10-18,Shipped
11613,96,2026-05-03,Delivered
11614,721,2025-06-10,Cancelled
11615,135,2025-03-19,Returned
11616,605,2025-02-07,Delivered
11617,209,2026-01-29,Delivered
11618,339,2026-03-17,Delivered
11619,34,2026-06-24,Delivered
11620,90,2026-04-07,Delivered
11621,937,2025-10-21,Delivered
11622,838,2026-02-04,Delivered
11623,488,2025-04-02,Delivered
11624,285,2025-01-06,Delivered
11625,522,2025-09-28,Delivered
11626,438,2025-04-09,Delivered
11627,379,2026-06-10,Delivered
11628,30,2025-07-13,Delivered
11629,459,2025-06-06,Delivered
11630,660,2025-04-25,Processing
11631,992,2026-01-31,Delivered
11632,6,2026-06-06,Returned
11633,603,2025-08-02,Delivered
11634,382,2026-06-17,Delivered
11635,262,2025-01-15,Delivered
11636,63,2026-02-23,Delivered
11637,241,2026-01-03,Processing
11638,193,2025-08-01,Cancelled
11639,149,2025-01-05,Returned
11640,604,2025-08-19,Delivered
11641,559,2025-07-20,Delivered
11642,397,2026-02-06,Delivered
11643,910,2025-05-29,Delivered
11644,189,2026-05-07,Delivered
11645,120,2025-08-14,Processing
11646,493,2025-06-18,Cancelled
11647,98,2025-06-01,Delivered
11648,159,2025-08-12,Delivered
11649,111,2026-05-19,Delivered
11650,35,2025-02-13,Shipped
11651,746,2026-05-19,Delivered
11652,126,2025-08-29,Cancelled
11653,296,2025-12-17,Delivered
11654,22,2025-01-23,Delivered
11655,557,2025-02-12,Delivered
11656,173,2026-04-11,Delivered
11657,624,2025-02-09,Cancelled
11658,244,2025-10-30,Delivered
11659,97,2025-06-24,Returned
11660,331,2026-06-16,Delivered
11661,65,2026-04-06,Shipped
11662,268,2025-07-12,Delivered
11663,161,2025-09-01,Delivered
11664,871,2025-10-07,Shipped
11665,30,2025-02-05,Shipped
11666,549,2026-06-24,Shipped
11667,90,2025-06-03,Delivered
11668,163,2025-01-23,Returned
11669,246,2025-04-01,Returned
11670,865,2026-01-25,Delivered
11671,120,2025-12-25,Cancelled
11672,45,2025-08-16,Delivered
11673,162,2025-07-21,Shipped
11674,52,2025-12-16,Delivered
11675,64,2025-02-07,Returned
11676,384,2026-05-15,Delivered
11677,30,2025-02-12,Delivered
11678,16,2026-06-01,Delivered
11679,579,2025-03-09,Delivered
11680,200,2025-05-03,Delivered
11681,62,2025-12-02,Delivered
11682,125,2025-06-02,Shipped
11683,473,2025-06-11,Returned
11684,136,2025-08-02,Processing
11685,315,2026-01-11,Processing
11686,60,2026-03-19,Delivered
11687,396,2026-02-27,Delivered
11688,160,2026-06-22,Delivered
11689,450,2025-08-18,Delivered
11690,718,2025-02-28,Cancelled
11691,428,2025-04-06,Delivered
11692,146,2025-09-19,Cancelled
11693,126,2025-12-20,Delivered
11694,170,2025-11-08,Processing
11695,81,2025-05-16,Delivered
11696,90,2026-04-18,Delivered
11697,692,2026-03-06,Shipped
11698,220,2026-06-21,Delivered
11699,264,2025-05-26,Shipped
11700,402,2026-06-08,Delivered
11701,397,2025-03-28,Delivered
11702,34,2025-04-19,Cancelled
11703,752,2026-02-27,Delivered
11704,88,2025-12-11,Shipped
11705,592,2025-09-23,Delivered
11706,665,2026-05-09,Delivered
11707,580,2025-11-29,Delivered
11708,388,2026-02-17,Delivered
11709,8,2025-07-10,Delivered
11710,198,2025-05-22,Delivered
11711,418,2025-03-14,Delivered
11712,222,2025-06-16,Delivered
11713,799,2025-06-17,Shipped
11714,154,2025-09-16,Delivered
11715,145,2026-03-15,Delivered
11716,131,2025-04-21,Delivered
11717,175,2026-06-15,Delivered
11718,369,2025-10-17,Delivered
11719,568,2026-05-25,Delivered
11720,503,2025-06-24,Returned
11721,717,2025-10-29,Shipped
11722,832,2025-07-04,Delivered
11723,729,2025-12-05,Delivered
11724,10,2026-05-25,Shipped
11725,611,2025-11-06,Delivered
11726,103,2026-05-22,Shipped
11727,66,2025-12-12,Cancelled
11728,467,2025-03-22,Delivered
11729,163,2026-01-09,Delivered
11730,29,2025-06-05,Shipped
11731,68,2026-03-08,Returned
11732,1,2026-05-15,Delivered
11733,858,2025-05-27,Shipped
11734,13,2026-04-26,Delivered
11735,103,2026-03-11,Delivered
11736,247,2026-06-03,Shipped
11737,195,2025-03-10,Cancelled
11738,870,2025-07-05,Delivered
11739,20,2025-07-23,Shipped
11740,330,2025-01-13,Delivered
11741,529,2025-10-01,Delivered
11742,900,2025-10-25,Delivered
11743,441,2025-02-20,Delivered
11744,711,2026-05-15,Delivered
11745,42,2026-01-04,Delivered
11746,221,2025-12-23,Shipped
11747,210,2025-01-03,Processing
11748,833,2025-09-11,Delivered
11749,75,2026-04-20,Delivered
11750,75,2026-05-21,Delivered
11751,171,2025-09-13,Returned
11752,27,2025-05-30,Delivered
11753,90,2026-05-03,Delivered
11754,949,2025-10-06,Delivered
11755,257,2025-02-28,Delivered
11756,458,2026-03-22,Delivered
11757,597,2025-04-23,Processing
11758,204,2026-05-04,Processing
11759,73,2026-02-11,Delivered
11760,102,2026-01-02,Delivered
11761,158,2025-03-01,Delivered
11762,464,2025-11-25,Cancelled
11763,231,2026-04-14,Delivered
11764,4,2025-03-04,Delivered
11765,340,2025-07-03,Delivered
11766,885,2025-11-07,Delivered
11767,723,2026-06-22,Delivered
11768,743,2025-06-26,Delivered
11769,698,2026-03-05,Delivered
11770,167,2025-03-14,Delivered
11771,654,2025-06-16,Delivered
11772,71,2025-08-13,Delivered
11773,496,2025-01-09,Delivered
11774,472,2025-08-24,Delivered
11775,13,2025-01-28,Delivered
11776,688,2025-01-27,Cancelled
11777,858,2025-07-15,Delivered
11778,132,2025-07-22,Delivered
11779,724,2025-03-26,Delivered
11780,41,2025-01-30,Delivered
11781,410,2026-04-11,Delivered
11782,307,2025-04-09,Shipped
11783,359,2025-07-09,Delivered
11784,892,2025-01-12,Delivered
11785,811,2025-01-30,Cancelled
11786,683,2025-02-07,Cancelled
11787,135,2025-10-21,Returned
11788,870,2025-12-26,Shipped
11789,48,2025-06-29,Cancelled
11790,784,2025-04-22,Delivered
11791,171,2026-03-20,Delivered
11792,27,2025-01-21,Delivered
11793,513,2025-05-25,Shipped
11794,114,2026-05-14,Cancelled
11795,120,2025-05-26,Delivered
11796,151,2026-03-17,Delivered
11797,32,2026-02-25,Shipped
11798,88,2025-11-12,Cancelled
11799,3,2025-06-15,Delivered
11800,272,2025-07-22,Returned
11801,42,2026-05-11,Delivered
11802,532,2026-04-13,Delivered
11803,116,2026-01-20,Delivered
11804,917,2025-11-10,Delivered
11805,811,2025-09-12,Delivered
11806,143,2025-01-23,Shipped
11807,681,2025-12-05,Shipped
11808,710,2026-05-08,Shipped
11809,981,2026-05-26,Delivered
11810,407,2026-01-01,Delivered
11811,41,2026-01-07,Delivered
11812,480,2025-08-07,Delivered
11813,447,2026-04-20,Delivered
11814,467,2026-02-27,Delivered
11815,152,2025-12-22,Delivered
11816,794,2026-04-05,Shipped
11817,941,2026-05-18,Delivered
11818,108,2025-01-27,Returned
11819,44,2025-08-11,Delivered
11820,96,2025-05-28,Returned
11821,736,2026-02-28,Delivered
11822,524,2025-12-17,Delivered
11823,464,2025-07-05,Delivered
11824,234,2026-02-19,Processing
11825,387,2026-03-05,Delivered
11826,153,2025-02-10,Delivered
11827,300,2026-01-28,Processing
11828,695,2025-03-20,Delivered
11829,973,2026-06-28,Delivered
11830,901,2026-03-26,Delivered
11831,903,2026-04-19,Delivered
11832,235,2025-05-22,Delivered
11833,293,2025-09-08,Delivered
11834,566,2025-10-21,Delivered
11835,886,2025-05-16,Delivered
11836,70,2026-04-29,Shipped
11837,150,2025-11-08,Delivered
11838,69,2025-02-15,Delivered
11839,428,2025-08-24,Delivered
11840,152,2025-02-17,Delivered
11841,169,2025-07-17,Delivered
11842,35,2025-03-25,Delivered
11843,189,2026-06-27,Delivered
11844,798,2025-06-10,Cancelled
11845,115,2026-03-04,Delivered
11846,551,2025-03-12,Delivered
11847,454,2026-06-04,Delivered
11848,799,2025-02-21,Delivered
11849,66,2025-02-14,Processing
11850,967,2025-10-20,Delivered
11851,391,2026-04-10,Delivered
11852,994,2026-01-15,Delivered
11853,870,2026-04-23,Delivered
11854,109,2025-09-19,Delivered
11855,28,2025-06-28,Delivered
11856,126,2025-12-23,Delivered
11857,344,2026-02-23,Delivered
11858,85,2025-07-20,Delivered
11859,83,2025-01-13,Delivered
11860,287,2026-03-19,Delivered
11861,17,2025-10-13,Delivered
11862,60,2025-09-15,Returned
11863,247,2026-05-05,Delivered
11864,32,2026-05-13,Returned
11865,230,2025-11-29,Delivered
11866,297,2025-02-01,Shipped
11867,277,2025-02-12,Delivered
11868,808,2025-12-17,Delivered
11869,346,2025-11-30,Processing
11870,292,2025-09-27,Cancelled
11871,242,2026-02-17,Delivered
11872,731,2025-01-19,Delivered
11873,846,2025-12-13,Delivered
11874,784,2025-02-06,Cancelled
11875,519,2025-04-02,Delivered
11876,68,2025-07-04,Delivered
11877,137,2025-01-28,Shipped
11878,23,2026-01-07,Shipped
11879,898,2026-06-14,Delivered
11880,500,2025-12-11,Delivered
11881,626,2026-02-23,Returned
11882,156,2025-07-15,Delivered
11883,773,2025-03-19,Shipped
11884,128,2025-06-16,Delivered
11885,1,2025-03-31,Delivered
11886,212,2025-09-21,Delivered
11887,381,2026-04-17,Delivered
11888,301,2025-07-27,Shipped
11889,797,2025-09-28,Delivered
11890,52,2025-09-20,Shipped
11891,366,2026-05-21,Delivered
11892,331,2026-05-27,Delivered
11893,139,2026-06-08,Delivered
11894,738,2025-11-08,Delivered
11895,636,2025-06-23,Delivered
11896,606,2026-03-07,Shipped
11897,818,2026-04-08,Processing
11898,592,2025-04-11,Delivered
11899,114,2025-01-16,Delivered
11900,566,2025-09-15,Delivered
11901,153,2025-09-01,Shipped
11902,120,2025-12-14,Shipped
11903,36,2025-09-06,Shipped
11904,623,2025-04-15,Delivered
11905,574,2025-10-14,Delivered
11906,116,2025-06-18,Delivered
11907,631,2026-02-24,Delivered
11908,879,2025-02-16,Shipped
11909,54,2025-02-12,Delivered
11910,115,2025-11-17,Cancelled
11911,632,2025-08-09,Processing
11912,135,2026-05-28,Processing
11913,447,2026-03-17,Cancelled
11914,40,2025-05-24,Delivered
11915,278,2025-01-28,Processing
11916,616,2025-06-16,Delivered
11917,538,2025-09-06,Delivered
11918,728,2025-12-23,Shipped
11919,820,2025-04-21,Delivered
11920,666,2025-08-22,Returned
11921,516,2025-01-24,Delivered
11922,16,2025-01-26,Shipped
11923,350,2026-01-16,Delivered
11924,19,2025-12-12,Delivered
11925,717,2026-01-13,Delivered
11926,164,2026-06-06,Processing
11927,374,2025-01-17,Delivered
11928,138,2025-09-02,Shipped
11929,680,2026-06-23,Delivered
11930,833,2025-07-21,Delivered
11931,232,2025-09-05,Delivered
11932,798,2025-04-28,Delivered
11933,132,2025-01-09,Shipped
11934,350,2025-01-23,Delivered
11935,792,2025-08-28,Delivered
11936,169,2025-01-27,Delivered
11937,933,2025-03-22,Delivered
11938,60,2025-07-18,Delivered
11939,9,2025-04-02,Processing
11940,859,2025-03-25,Delivered
11941,34,2025-10-27,Delivered
11942,989,2025-10-23,Delivered
11943,929,2026-03-30,Delivered
11944,68,2025-10-08,Delivered
11945,352,2025-02-28,Delivered
11946,91,2025-12-08,Shipped
11947,257,2026-04-10,Delivered
11948,31,2025-12-08,Delivered
11949,111,2025-03-03,Delivered
11950,201,2026-03-05,Delivered
11951,266,2025-09-13,Returned
11952,967,2025-12-13,Delivered
11953,717,2026-06-10,Returned
11954,613,2025-10-31,Delivered
11955,352,2025-09-02,Delivered
11956,764,2026-02-16,Delivered
11957,180,2025-08-05,Delivered
11958,571,2026-05-31,Delivered
11959,991,2026-04-19,Delivered
11960,159,2025-02-05,Delivered
11961,520,2025-06-27,Delivered
11962,771,2026-01-22,Delivered
11963,876,2025-01-17,Delivered
11964,584,2025-02-17,Cancelled
11965,140,2025-03-03,Delivered
11966,169,2025-03-10,Shipped
11967,11,2026-01-01,Delivered
11968,648,2025-06-11,Delivered
11969,22,2026-05-03,Delivered
11970,801,2026-03-07,Delivered
11971,59,2026-05-04,Delivered
11972,85,2025-08-18,Delivered
11973,299,2026-01-05,Delivered
11974,614,2025-06-27,Delivered
11975,69,2026-02-14,Processing
11976,268,2025-09-27,Delivered
11977,305,2025-07-25,Delivered
11978,105,2025-03-23,Delivered
11979,57,2025-07-12,Processing
11980,759,2025-07-08,Delivered
11981,322,2025-10-03,Delivered
11982,8,2025-03-15,Cancelled
11983,710,2025-01-10,Shipped
11984,972,2025-08-04,Delivered
11985,419,2025-10-17,Delivered
11986,323,2026-03-21,Shipped
11987,821,2025-07-12,Processing
11988,930,2025-10-16,Delivered
11989,638,2025-05-24,Delivered
11990,272,2026-01-24,Delivered
11991,400,2026-02-11,Delivered
11992,559,2026-01-05,Shipped
11993,96,2026-03-17,Delivered
11994,274,2026-06-13,Returned
11995,749,2025-01-13,Shipped
11996,491,2025-12-06,Delivered
11997,243,2025-11-08,Delivered
11998,504,2025-04-14,Delivered
11999,59,2025-12-05,Delivered
12000,234,2025-07-17,Delivered
12001,695,2025-10-27,Delivered
12002,109,2026-03-20,Delivered
12003,92,2025-12-25,Delivered
12004,928,2026-01-03,Processing
12005,104,2025-06-18,Delivered
12006,129,2025-05-29,Delivered
12007,956,2025-02-11,Shipped
12008,609,2025-07-21,Delivered
12009,557,2025-09-01,Delivered
12010,784,2026-04-09,Delivered
12011,57,2026-03-25,Returned
12012,567,2026-03-13,Delivered
12013,323,2026-06-15,Delivered
12014,748,2025-09-30,Delivered
12015,327,2026-03-06,Delivered
12016,440,2025-08-01,Delivered
12017,300,2025-04-14,Delivered
12018,301,2025-07-11,Returned
12019,658,2026-01-15,Cancelled
12020,453,2025-03-22,Delivered
12021,460,2026-01-12,Delivered
12022,276,2025-06-03,Delivered
12023,347,2025-08-28,Processing
12024,625,2026-01-09,Delivered
12025,744,2025-07-23,Delivered
12026,553,2025-12-16,Shipped
12027,889,2025-05-23,Shipped
12028,735,2025-07-08,Delivered
12029,373,2025-09-29,Cancelled
12030,516,2026-06-16,Cancelled
12031,892,2025-10-27,Delivered
12032,439,2026-03-02,Delivered
12033,742,2025-02-15,Returned
12034,541,2025-04-05,Delivered
12035,365,2025-03-05,Delivered
12036,119,2026-02-17,Delivered
12037,255,2025-01-09,Cancelled
12038,953,2026-04-04,Shipped
12039,496,2026-02-13,Delivered
12040,375,2026-04-15,Returned
12041,902,2026-05-21,Shipped
12042,395,2025-03-14,Processing
12043,342,2025-03-25,Delivered
12044,645,2025-02-28,Delivered
12045,577,2025-01-21,Shipped
12046,95,2026-04-03,Delivered
12047,295,2025-06-06,Delivered
12048,296,2025-11-25,Processing
12049,214,2025-07-22,Delivered
12050,335,2025-04-16,Processing
12051,244,2025-05-02,Delivered
12052,99,2025-11-14,Delivered
12053,244,2025-07-01,Delivered
12054,36,2025-11-12,Delivered
12055,385,2026-02-10,Delivered
12056,785,2025-03-11,Processing
12057,595,2025-06-09,Delivered
12058,198,2025-08-28,Delivered
12059,43,2026-06-07,Delivered
12060,100,2025-05-18,Delivered
12061,359,2026-05-10,Delivered
12062,102,2025-09-04,Delivered
12063,358,2026-06-27,Delivered
12064,114,2026-06-08,Shipped
12065,778,2025-08-31,Delivered
12066,230,2025-12-02,Shipped
12067,121,2026-02-26,Shipped
12068,724,2025-07-13,Returned
12069,183,2025-11-04,Delivered
12070,55,2026-05-21,Delivered
12071,381,2025-10-08,Delivered
12072,390,2026-03-15,Returned
12073,580,2026-04-28,Delivered
12074,119,2025-08-11,Delivered
12075,271,2025-04-27,Delivered
12076,139,2025-07-11,Delivered
12077,40,2026-05-31,Delivered
12078,819,2026-06-14,Delivered
12079,601,2025-11-03,Delivered
12080,149,2026-06-16,Delivered
12081,410,2025-05-02,Delivered
12082,99,2025-06-03,Delivered
12083,839,2026-06-21,Delivered
12084,57,2026-03-28,Returned
12085,2,2025-06-18,Delivered
12086,321,2025-02-28,Processing
12087,392,2025-10-28,Delivered
12088,388,2025-04-27,Cancelled
12089,27,2025-05-07,Delivered
12090,158,2026-02-09,Delivered
12091,319,2026-02-03,Delivered
12092,107,2026-05-30,Shipped
12093,813,2026-05-13,Delivered
12094,43,2026-06-12,Delivered
12095,309,2026-02-02,Delivered
12096,545,2025-09-22,Delivered
12097,129,2025-09-20,Delivered
12098,446,2026-02-02,Delivered
12099,749,2026-06-11,Delivered
12100,94,2026-03-12,Delivered
12101,878,2025-12-26,Processing
12102,366,2025-05-09,Delivered
12103,148,2025-08-29,Delivered
12104,260,2025-08-10,Processing
12105,157,2025-08-02,Delivered
12106,595,2025-05-15,Delivered
12107,700,2026-01-21,Processing
12108,754,2025-10-30,Delivered
12109,980,2025-10-14,Delivered
12110,693,2025-07-08,Returned
12111,413,2025-10-24,Cancelled
12112,180,2026-06-10,Delivered
12113,358,2026-01-24,Delivered
12114,21,2026-04-04,Delivered
12115,624,2025-09-18,Delivered
12116,273,2025-04-23,Delivered
12117,10,2025-02-05,Delivered
12118,31,2025-03-20,Cancelled
12119,222,2025-10-02,Processing
12120,392,2025-10-05,Delivered
12121,289,2025-11-08,Delivered
12122,439,2026-06-13,Delivered
12123,303,2025-07-23,Delivered
12124,502,2025-01-17,Delivered
12125,108,2026-04-21,Shipped
12126,56,2026-05-26,Delivered
12127,405,2025-07-29,Processing
12128,306,2026-05-14,Delivered
12129,14,2026-02-06,Delivered
12130,216,2026-03-05,Delivered
12131,53,2025-03-19,Delivered
12132,347,2025-03-21,Cancelled
12133,229,2025-11-02,Shipped
12134,430,2025-02-27,Delivered
12135,714,2026-06-14,Delivered
12136,148,2025-07-27,Delivered
12137,945,2026-05-26,Returned
12138,351,2025-05-15,Shipped
12139,437,2026-06-06,Delivered
12140,529,2025-03-24,Delivered
12141,509,2025-02-13,Delivered
12142,329,2026-04-28,Delivered
12143,258,2026-05-08,Delivered
12144,27,2026-05-14,Delivered
12145,11,2025-01-18,Cancelled
12146,196,2025-10-21,Delivered
12147,175,2025-05-28,Delivered
12148,222,2026-04-17,Cancelled
12149,69,2025-06-21,Delivered
12150,614,2026-06-15,Delivered
12151,790,2025-04-30,Delivered
12152,910,2025-03-07,Delivered
12153,313,2025-05-21,Delivered
12154,559,2026-03-22,Delivered
12155,787,2026-05-21,Shipped
12156,249,2025-07-08,Delivered
12157,154,2025-06-07,Shipped
12158,907,2025-09-03,Delivered
12159,333,2025-02-02,Shipped
12160,317,2025-12-27,Delivered
12161,88,2025-11-26,Shipped
12162,54,2026-05-27,Delivered
12163,768,2025-03-12,Delivered
12164,431,2025-11-09,Delivered
12165,168,2025-03-20,Processing
12166,95,2025-06-18,Delivered
12167,368,2025-06-29,Delivered
12168,392,2025-09-17,Delivered
12169,102,2026-05-01,Shipped
12170,781,2025-01-05,Delivered
12171,42,2025-10-24,Cancelled
12172,195,2025-12-26,Returned
12173,529,2025-04-27,Delivered
12174,135,2025-12-23,Delivered
12175,746,2026-03-15,Shipped
12176,617,2025-11-27,Delivered
12177,689,2026-06-09,Delivered
12178,59,2025-07-07,Cancelled
12179,70,2025-10-08,Returned
12180,141,2026-05-26,Cancelled
12181,335,2026-04-11,Delivered
12182,629,2025-04-25,Delivered
12183,759,2025-08-24,Delivered
12184,564,2025-12-04,Delivered
12185,895,2026-06-06,Delivered
12186,615,2025-07-18,Delivered
12187,152,2025-02-19,Delivered
12188,131,2025-05-22,Shipped
12189,552,2026-06-12,Shipped
12190,95,2026-05-29,Processing
12191,46,2025-01-30,Delivered
12192,348,2025-03-23,Delivered
12193,737,2025-01-31,Shipped
12194,50,2025-11-29,Delivered
12195,694,2025-06-26,Delivered
12196,723,2026-01-05,Delivered
12197,304,2026-06-19,Delivered
12198,29,2025-04-16,Delivered
12199,86,2025-04-07,Processing
12200,569,2025-08-18,Cancelled
12201,575,2025-08-15,Delivered
12202,851,2026-01-06,Delivered
12203,391,2025-04-10,Processing
12204,62,2026-03-21,Delivered
12205,60,2026-04-13,Delivered
12206,589,2025-02-24,Cancelled
12207,91,2025-07-14,Shipped
12208,171,2026-06-04,Cancelled
12209,309,2026-02-28,Delivered
12210,13,2025-11-11,Delivered
12211,123,2025-05-08,Processing
12212,240,2025-02-01,Delivered
12213,138,2025-04-03,Shipped
12214,68,2026-06-03,Delivered
12215,599,2025-09-15,Processing
12216,725,2025-08-08,Delivered
12217,127,2025-04-16,Delivered
12218,668,2026-02-20,Delivered
12219,220,2025-11-05,Shipped
12220,325,2026-01-01,Delivered
12221,788,2026-06-05,Delivered
12222,632,2026-04-04,Cancelled
12223,713,2026-01-05,Delivered
12224,68,2025-11-27,Delivered
12225,35,2025-01-11,Delivered
12226,843,2026-05-22,Cancelled
12227,222,2026-02-23,Delivered
12228,142,2025-05-02,Delivered
12229,594,2025-08-23,Processing
12230,759,2025-11-27,Delivered
12231,798,2026-06-27,Delivered
12232,160,2025-12-14,Delivered
12233,783,2026-02-16,Shipped
12234,21,2025-08-12,Delivered
12235,25,2025-06-02,Processing
12236,445,2025-07-31,Cancelled
12237,32,2025-04-02,Delivered
12238,167,2025-11-27,Shipped
12239,518,2026-04-12,Delivered
12240,178,2025-08-16,Delivered
12241,89,2025-07-13,Delivered
12242,139,2026-06-14,Cancelled
12243,283,2025-08-31,Delivered
12244,298,2026-01-24,Delivered
12245,680,2025-10-03,Delivered
12246,632,2026-03-26,Delivered
12247,282,2026-04-23,Delivered
12248,773,2026-04-25,Delivered
12249,57,2025-10-15,Delivered
12250,126,2026-06-24,Delivered
12251,747,2025-11-26,Delivered
12252,214,2026-04-15,Delivered
12253,973,2026-06-18,Processing
12254,290,2026-04-12,Returned
12255,694,2026-02-24,Delivered
12256,235,2025-05-02,Delivered
12257,255,2025-11-04,Returned
12258,218,2025-11-30,Shipped
12259,586,2026-02-24,Delivered
12260,361,2025-11-22,Delivered
12261,918,2025-09-07,Delivered
12262,124,2025-04-05,Delivered
12263,50,2025-10-23,Delivered
12264,227,2025-07-03,Cancelled
12265,435,2025-09-17,Delivered
12266,795,2025-07-05,Shipped
12267,186,2026-02-13,Processing
12268,490,2025-03-10,Shipped
12269,190,2025-01-08,Cancelled
12270,436,2025-09-22,Returned
12271,831,2026-04-29,Delivered
12272,114,2026-01-06,Returned
12273,237,2025-03-24,Shipped
12274,991,2025-07-30,Delivered
12275,807,2025-11-09,Shipped
12276,376,2025-12-03,Shipped
12277,334,2026-05-05,Cancelled
12278,140,2026-02-07,Delivered
12279,335,2025-07-10,Delivered
12280,777,2025-12-01,Delivered
12281,536,2026-06-06,Delivered
12282,143,2025-03-28,Delivered
12283,100,2025-03-03,Delivered
12284,131,2026-01-22,Processing
12285,84,2025-05-26,Delivered
12286,48,2025-06-02,Delivered
12287,249,2025-12-15,Delivered
12288,56,2025-06-27,Delivered
12289,85,2026-05-02,Delivered
12290,361,2025-09-04,Delivered
12291,81,2025-09-11,Delivered
12292,32,2026-05-15,Delivered
12293,161,2026-06-25,Delivered
12294,109,2025-12-18,Delivered
12295,333,2026-05-27,Delivered
12296,51,2025-01-13,Delivered
12297,634,2025-05-31,Delivered
12298,862,2025-02-19,Processing
12299,622,2025-08-03,Shipped
12300,348,2026-01-07,Delivered
12301,795,2025-04-23,Delivered
12302,551,2025-09-09,Delivered
12303,6,2025-12-07,Delivered
12304,228,2025-02-22,Processing
